# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_bidirectional_gene_fusion	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_duplication	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_gene_fusion	variants_effect_inversion	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_transcript_ablation	variants_effect_upstream_gene_variant
YDR276C	YDR276C	TRANSCRIPT_YDR276C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR277C	YDR277C	TRANSCRIPT_YDR277C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR291W	YDR291W	TRANSCRIPT_YDR291W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR292C	YDR292C	TRANSCRIPT_YDR292C	protein_coding	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1
YDR293C	YDR293C	TRANSCRIPT_YDR293C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR305C	YDR305C	TRANSCRIPT_YDR305C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR306C	YDR306C	TRANSCRIPT_YDR306C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR307W	YDR307W	TRANSCRIPT_YDR307W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR308C	YDR308C	TRANSCRIPT_YDR308C	protein_coding	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1
YDR309C	YDR309C	TRANSCRIPT_YDR309C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR310C	YDR310C	TRANSCRIPT_YDR310C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR338C	YDR338C	TRANSCRIPT_YDR338C	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
YDR339C	YDR339C	TRANSCRIPT_YDR339C	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
YDR340W	YDR340W	TRANSCRIPT_YDR340W	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
YDR341C	YDR341C	TRANSCRIPT_YDR341C	protein_coding	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
YDR342C	YDR342C	TRANSCRIPT_YDR342C	protein_coding	2	0	1	3	0	0	0	1	1	0	1	0	0	0	1	0	0	1	2
YDR343C	YDR343C	TRANSCRIPT_YDR343C	protein_coding	3	0	0	2	0	0	0	2	1	0	1	0	0	1	0	0	0	1	0
YDR344C	YDR344C	TRANSCRIPT_YDR344C	protein_coding	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
YDR345C	YDR345C	TRANSCRIPT_YDR345C	protein_coding	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
YDR346C	YDR346C	TRANSCRIPT_YDR346C	protein_coding	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
YDR347W	YDR347W	TRANSCRIPT_YDR347W	protein_coding	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
YDR348C	YDR348C	TRANSCRIPT_YDR348C	protein_coding	2	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1
YDR349C	YDR349C	TRANSCRIPT_YDR349C	protein_coding	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
YDR350C	YDR350C	TRANSCRIPT_YDR350C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR366C	YDR366C	TRANSCRIPT_YDR366C	protein_coding	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1
YDR367W	YDR367W	TRANSCRIPT_YDR367W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR368W	YDR368W	TRANSCRIPT_YDR368W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YDR369C	YDR369C	TRANSCRIPT_YDR369C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR370C	YDR370C	TRANSCRIPT_YDR370C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR371C-A	YDR371C-A	TRANSCRIPT_YDR371C-A	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR371W	YDR371W	TRANSCRIPT_YDR371W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR419W	YDR419W	TRANSCRIPT_YDR419W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR420W	YDR420W	TRANSCRIPT_YDR420W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YDR421W	YDR421W	TRANSCRIPT_YDR421W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR422C	YDR422C	TRANSCRIPT_YDR422C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR423C	YDR423C	TRANSCRIPT_YDR423C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR424C	YDR424C	TRANSCRIPT_YDR424C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR425W	YDR425W	TRANSCRIPT_YDR425W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YDR426C	YDR426C	TRANSCRIPT_YDR426C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR427W	YDR427W	TRANSCRIPT_YDR427W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR428C	YDR428C	TRANSCRIPT_YDR428C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR429C	YDR429C	TRANSCRIPT_YDR429C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR430C	YDR430C	TRANSCRIPT_YDR430C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR434W	YDR434W	TRANSCRIPT_YDR434W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR435C	YDR435C	TRANSCRIPT_YDR435C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR436W	YDR436W	TRANSCRIPT_YDR436W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YDR437W	YDR437W	TRANSCRIPT_YDR437W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR438W	YDR438W	TRANSCRIPT_YDR438W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR439W	YDR439W	TRANSCRIPT_YDR439W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR461W	YDR461W	TRANSCRIPT_YDR461W	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YDR464C-A	YDR464C-A	TRANSCRIPT_YDR464C-A	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR464W	YDR464W	TRANSCRIPT_YDR464W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR465C	YDR465C	TRANSCRIPT_YDR465C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR466W	YDR466W	TRANSCRIPT_YDR466W	protein_coding	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YDR467C	YDR467C	TRANSCRIPT_YDR467C	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YDR468C	YDR468C	TRANSCRIPT_YDR468C	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YDR469W	YDR469W	TRANSCRIPT_YDR469W	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YDR470C	YDR470C	TRANSCRIPT_YDR470C	protein_coding	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
YDR471W	YDR471W	TRANSCRIPT_YDR471W	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
YDR472W	YDR472W	TRANSCRIPT_YDR472W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR473C	YDR473C	TRANSCRIPT_YDR473C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR508C	YDR508C	TRANSCRIPT_YDR508C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR509W	YDR509W	TRANSCRIPT_YDR509W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR510C-A	YDR510C-A	TRANSCRIPT_YDR510C-A	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR510W	YDR510W	TRANSCRIPT_YDR510W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR511W	YDR511W	TRANSCRIPT_YDR511W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR512C	YDR512C	TRANSCRIPT_YDR512C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR513W	YDR513W	TRANSCRIPT_YDR513W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR514C	YDR514C	TRANSCRIPT_YDR514C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR515W	YDR515W	TRANSCRIPT_YDR515W	protein_coding	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1
YDR516C	YDR516C	TRANSCRIPT_YDR516C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR517W	YDR517W	TRANSCRIPT_YDR517W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR518W	YDR518W	TRANSCRIPT_YDR518W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR520C	YDR520C	TRANSCRIPT_YDR520C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR521W	YDR521W	TRANSCRIPT_YDR521W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR522C	YDR522C	TRANSCRIPT_YDR522C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR523C	YDR523C	TRANSCRIPT_YDR523C	protein_coding	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1
YDR524C	YDR524C	TRANSCRIPT_YDR524C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR524C-A	YDR524C-A	TRANSCRIPT_YDR524C-A	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR524C-B	YDR524C-B	TRANSCRIPT_YDR524C-B	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR524W-C	YDR524W-C	TRANSCRIPT_YDR524W-C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR525W	YDR525W	TRANSCRIPT_YDR525W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR525W-A	YDR525W-A	TRANSCRIPT_YDR525W-A	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR526C	YDR526C	TRANSCRIPT_YDR526C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR527W	YDR527W	TRANSCRIPT_YDR527W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR530C	YDR530C	TRANSCRIPT_YDR530C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR531W	YDR531W	TRANSCRIPT_YDR531W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR532C	YDR532C	TRANSCRIPT_YDR532C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR533C	YDR533C	TRANSCRIPT_YDR533C	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR534C	YDR534C	TRANSCRIPT_YDR534C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR535C	YDR535C	TRANSCRIPT_YDR535C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR543C	YDR543C	TRANSCRIPT_YDR543C	protein_coding	6	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	4	0
YDR544C	YDR544C	TRANSCRIPT_YDR544C	protein_coding	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0
YEL001C	YEL001C	TRANSCRIPT_YEL001C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YEL002C	YEL002C	TRANSCRIPT_YEL002C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YEL021W	YEL021W	TRANSCRIPT_YEL021W	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YEL063C	YEL063C	TRANSCRIPT_YEL063C	protein_coding	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0
YEL074W	YEL074W	TRANSCRIPT_YEL074W	protein_coding	3	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0
YEL077C	YEL077C	TRANSCRIPT_YEL077C	protein_coding	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YER001W	YER001W	TRANSCRIPT_YER001W	protein_coding	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YER002W	YER002W	TRANSCRIPT_YER002W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YER003C	YER003C	TRANSCRIPT_YER003C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YER004W	YER004W	TRANSCRIPT_YER004W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YER056C	YER056C	TRANSCRIPT_YER056C	protein_coding	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0
YER060W-A	YER060W-A	TRANSCRIPT_YER060W-A	protein_coding	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0
YER109C	YER109C	TRANSCRIPT_YER109C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YER110C	YER110C	TRANSCRIPT_YER110C	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YER111C	YER111C	TRANSCRIPT_YER111C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YER133W	YER133W	TRANSCRIPT_YER133W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YER133W-A	YER133W-A	TRANSCRIPT_YER133W-A	protein_coding	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
YER134C	YER134C	TRANSCRIPT_YER134C	protein_coding	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
YER135C	YER135C	TRANSCRIPT_YER135C	protein_coding	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
YER136W	YER136W	TRANSCRIPT_YER136W	protein_coding	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
YER137C	YER137C	TRANSCRIPT_YER137C	protein_coding	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
YER137W-A	YER137W-A	TRANSCRIPT_YER137W-A	protein_coding	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
YER138W-A	YER138W-A	TRANSCRIPT_YER138W-A	protein_coding	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0
YER188C-A	YER188C-A	TRANSCRIPT_YER188C-A	protein_coding	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
YFL003C	YFL003C	TRANSCRIPT_YFL003C	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YFL004W	YFL004W	TRANSCRIPT_YFL004W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YFL005W	YFL005W	TRANSCRIPT_YFL005W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YFL031W	YFL031W	TRANSCRIPT_YFL031W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YFL032W	YFL032W	TRANSCRIPT_YFL032W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YFL033C	YFL033C	TRANSCRIPT_YFL033C	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YFL034W	YFL034W	TRANSCRIPT_YFL034W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YFL063W	YFL063W	TRANSCRIPT_YFL063W	protein_coding	49	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	46	0
YFL067W	YFL067W	TRANSCRIPT_YFL067W	protein_coding	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YFR028C	YFR028C	TRANSCRIPT_YFR028C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YFR029W	YFR029W	TRANSCRIPT_YFR029W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YFR030W	YFR030W	TRANSCRIPT_YFR030W	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YFR031C	YFR031C	TRANSCRIPT_YFR031C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YFR031C-A	YFR031C-A	TRANSCRIPT_YFR031C-A	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGL052W	YGL052W	TRANSCRIPT_YGL052W	protein_coding	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0
YGL053W	YGL053W	TRANSCRIPT_YGL053W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
YGL055W	YGL055W	TRANSCRIPT_YGL055W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YGL056C	YGL056C	TRANSCRIPT_YGL056C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGL057C	YGL057C	TRANSCRIPT_YGL057C	protein_coding	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1
YGL058W	YGL058W	TRANSCRIPT_YGL058W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGL059W	YGL059W	TRANSCRIPT_YGL059W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGL060W	YGL060W	TRANSCRIPT_YGL060W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGL062W	YGL062W	TRANSCRIPT_YGL062W	protein_coding	2	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1
YGL063C-A	YGL063C-A	TRANSCRIPT_YGL063C-A	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGL063W	YGL063W	TRANSCRIPT_YGL063W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YGL064C	YGL064C	TRANSCRIPT_YGL064C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGL065C	YGL065C	TRANSCRIPT_YGL065C	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YGL066W	YGL066W	TRANSCRIPT_YGL066W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGL067W	YGL067W	TRANSCRIPT_YGL067W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGL108C	YGL108C	TRANSCRIPT_YGL108C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGL109W	YGL109W	TRANSCRIPT_YGL109W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YGL110C	YGL110C	TRANSCRIPT_YGL110C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGL111W	YGL111W	TRANSCRIPT_YGL111W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YGL112C	YGL112C	TRANSCRIPT_YGL112C	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YGL113W	YGL113W	TRANSCRIPT_YGL113W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGL114W	YGL114W	TRANSCRIPT_YGL114W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGL229C	YGL229C	TRANSCRIPT_YGL229C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGL230C	YGL230C	TRANSCRIPT_YGL230C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGL231C	YGL231C	TRANSCRIPT_YGL231C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGL232W	YGL232W	TRANSCRIPT_YGL232W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YGL233W	YGL233W	TRANSCRIPT_YGL233W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YGL234W	YGL234W	TRANSCRIPT_YGL234W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGL235W	YGL235W	TRANSCRIPT_YGL235W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGL236C	YGL236C	TRANSCRIPT_YGL236C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YGL257C	YGL257C	TRANSCRIPT_YGL257C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGL258W	YGL258W	TRANSCRIPT_YGL258W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YGL258W-A	YGL258W-A	TRANSCRIPT_YGL258W-A	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YGL259W	YGL259W	TRANSCRIPT_YGL259W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
YGL260W	YGL260W	TRANSCRIPT_YGL260W	protein_coding	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0
YGL261C	YGL261C	TRANSCRIPT_YGL261C	protein_coding	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
YGL262W	YGL262W	TRANSCRIPT_YGL262W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGL263W	YGL263W	TRANSCRIPT_YGL263W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGR039W	YGR039W	TRANSCRIPT_YGR039W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YGR040W	YGR040W	TRANSCRIPT_YGR040W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YGR041W	YGR041W	TRANSCRIPT_YGR041W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YGR042W	YGR042W	TRANSCRIPT_YGR042W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YGR121C	YGR121C	TRANSCRIPT_YGR121C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YGR121W-A	YGR121W-A	TRANSCRIPT_YGR121W-A	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGR122C-A	YGR122C-A	TRANSCRIPT_YGR122C-A	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YGR122W	YGR122W	TRANSCRIPT_YGR122W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGR123C	YGR123C	TRANSCRIPT_YGR123C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGR124W	YGR124W	TRANSCRIPT_YGR124W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YGR199W	YGR199W	TRANSCRIPT_YGR199W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGR200C	YGR200C	TRANSCRIPT_YGR200C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YGR201C	YGR201C	TRANSCRIPT_YGR201C	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YGR202C	YGR202C	TRANSCRIPT_YGR202C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGR203W	YGR203W	TRANSCRIPT_YGR203W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YGR204W	YGR204W	TRANSCRIPT_YGR204W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YGR271C-A	YGR271C-A	TRANSCRIPT_YGR271C-A	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGR271W	YGR271W	TRANSCRIPT_YGR271W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YGR273C	YGR273C	TRANSCRIPT_YGR273C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGR274C	YGR274C	TRANSCRIPT_YGR274C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
